,Sentiment,Text
213,positive, <USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel
214,positive,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??"
215,positive,"Seorang presiden tanpa embel"" gelar .. bangga sekali"
216,positive,Proud of you Indonesia. God bless Indonesia
217,positive,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????
218,positive,Ikut bangga pastinya ??
219,positive,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??
220,positive,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut
221,positive,aku percaya kak niki orangnya jujur semangat kak niki???? hebat
222,positive," <USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial"
223,positive,cantik alami tanpa perlu bedak tebel dan gaya bak tante2
224,positive,Cantik dan gagah mudahan lancar dampe hari h
225,positive,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu."
226,positive,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin"
227,positive,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni"
228,positive,"Beruntung banget deh mba  <USERNAME> dapet mas  <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA"
229,positive,Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga
230,positive,"Dear...Bpk  <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk  <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)"
231,positive,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin..."
232,positive,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh"
233,positive,Terimakasih Ibu  <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi
234,positive,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????"
235,positive,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????"
236,positive,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa..."
237,positive,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????
238,positive,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????
239,positive,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????
240,positive,Bu  <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta
241,positive,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak"
242,positive,Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin
243,positive,Setiap caption yang di buat ibu..dan setiap kali saya membaca captionnya secara tidak langsung saya belajar bahasa Inggris ... Terima kasih ibu... Secara personal saya tdk mengenal ibu Anie tp saya yakin betapa bangganya Anak Cucumu bisa kamu didik ibu menjadi generasi bangsa yang mandiri dan unggul ... Sehat terus ibu .. Semoga Cinta Kasih dalam Keluarga selalu engkau tebarkan untuk mereka ...
244,positive,"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)"
245,positive,"senang liat ibu n bpk sby menikmati hari tua brsama cucu tercinta ,, sehat trs ya memo n pepo ,,, Allah SWT melindungi memo n pepo n kel #kisss"
246,positive,Semangat mebangun indonesia yg lebih maju pak jokowi ????
247,positive,"Artis berkualitas, wajahnya itulohhh berkualitas bgt hihi.. Cantik bangetsss.. Top deh.. Ga pake drama dan gimick idupnya hihi.. Tajir tp. Sederhana"
248,positive,Mba via sptnya siyok melihat kejamnya dunia per artis an... mudah2an tetep sabar tetep berkarya dg baik... ????
249,positive,"Selalu suka sama via,org nya jujur apa adanya kaga gimmick2an hidupnya..hitam ya hitam,putih ya putih..kl ngomong blak2an,kl ngga suka dy ngomong jd ga pura2(gw banget sih),apa adanya ga munafik..sprti ajaran ortu gw..jangan suka memberi senyum kepalsuan????ga kaya artis yg onoh noh yg mulutnya lebar kya gorong2,tukang ngibul,munfik bgt kl ditanya wartawan jg jawabnya,perilaku ama omongan ga balance????"
250,positive,"Go a head Via...... Cuekin ajalah, udah biasa itu dalam pergaulan dunia kerja dan masyarakat biasa, apalagi pergaulan ertong. Pastilah ada yg gatel bin sirik klo liat orang sukses, anggep aja kuman gak usah dibikin status, malah kesenengan mereka ada bahan buat ngetawain. Betul nggak?? ??????"
251,positive,Gagah kali abang borisq ini.. Klo gk bc nmx bner2 gk ngeh klo it bang boris...??
252,positive,Weewww bangga kali ak liatnya bang  <USERNAME> pake baju adat karo.... Syip
253,positive,Bagus banget baju dan pengantinya happy weding
254,positive,MasyaAllah . bagus banget ..
255,positive,Gileee suaraaanyaa.. kereen parah.. sukak
256,positive,Lebih keren dr penyanyi aslinya
257,positive,Kereeeeeeeeeeeeeeennn sampe merinding brrrrr
258,positive,Yatuhan suaranyaaaaaaa bagus bangetttttttt
259,positive,"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan"
260,positive,Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses
261,positive,"Dgrin ini sampe bulu kuduk naik saking bgusnya, masyaallah apik bgt suaranya"
262,positive,Subhanallah tergetar hati dengar suara nya
263,positive,Masa allah suaranya bagus banget cantik lagi orangnya idaman semua cowo
264,positive,"Bagusss suaranya, penampilannya juga sesuai anak sekolahan, natural dan sesuai dengan usia nya"
265,positive,Kerennnn suaranya bagus
266,positive,"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both."
267,positive,"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????"
268,positive,Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??
269,positive,Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede
270,positive,aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????
271,positive,Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gtu...
272,positive,waduuhhh...Kereeen bangeeet dedek2 emeesh
273,positive,Klo aku sih yes bingits...coba ya seandaix anak2 buat video sprt gini atau video kreativ lainnya kan bagus dripda buat video mesum..atau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri
274,positive,Bagussss + dandannya natural ga banyak permak kayak anak jaman now lainnya ????????????
275,positive,Kereeeeennnn padahal nyanyinya santai banget ????????????
276,positive,Polossss...keren....ga neko2 kayaknya...jossss
277,positive,Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg diksh jempolllll ????????
278,positive,Wajah2 anak skul bgt yaakk mase alami bgt suka liatnya ???? lagu ma suara keren palg yg pake bando suaranya mantap ??????
279,positive,Keren suaranya dasarnya cantik tinggal di poles dikit bersinar??????
280,positive,"Pembagian suaranya pas bnget,pecah suaranya jg cakep"
281,positive,keren bgt suaranya.tinggal dipermak aja biar tmbh cantik.viralkann....
282,positive,Kereeeennnnnn... suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa..
283,positive,"Yes yes yes..kirain lypsinc habisnya mirip sih suaranya,eh pas dua2nya nyanyi bareng baru ngeh asli..kereennn"
284,positive,Keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit mukanya bisa cemerlang
285,positive,Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????
286,positive,Kereeen bgt suaranya. Nah kyk gini dong kids jaman now...??
287,positive,mrinding... bagus poll... d jaga ya dek kepolosannya... ???? jng smpek kyk si aw2 dkk.. ??????
288,positive,"Kereenn sumpaah,, kebangetan bagusnya..??"
289,positive,Ya ampun lakikny ganteng. Rini nya juga cantik. Mungil pula skrg.
290,positive,"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng slluÖ"
291,positive,"Wah Mbak Rini hamil ya ?? Selamat ya mbak semoga kandungannya sehat"" aja & juga mbak rininya , makin bahagia di hamil yang pertama , dan semoga lancar di proses persalinannya nanti ????"
292,positive,"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa"
293,positive,Kalo pasangan cantik + ganteng suka deh liatnya?
294,positive,"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih"
295,positive,ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw
296,positive,"Pernah lihat di infotainment sebelum nikah, wkt ditanya persiapannya jelang pernikahan, sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah, krn mereka suka anak kecil, bahkan mereka sdh prepare program2 yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak, but finally...congrats...semoga lancar dan sehat trs sampe lahiran ??????"
297,positive,Keluarga ter-humble ter-sempurna ter-sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ??????????
298,positive,"Bunda maia cantik semoga slalu sukses, sehat trs ya cantik wajahnya secantik hatinya"
299,positive,"Artis yg gue kaguminn.. Nikah muda, ga neko2, syg keluarga syg suami,, mengutamakan anak2.. Ga puyeng ama dunia hiburan dan ke artisann.. Padahal tajirrr mampuss.. Plus ga alayy dan ga aneh2.. Salutt ama niaa.. Smiga slalu samawa.. Yaa nia and famzz???????????????????????????????"
300,positive," <USERNAME> iya aku sih jujur bukan fans Nia, biasa aja sama dia, pas dia tenar banget sama sinteronnya juga aku biasa aja. Tapi makin ke sini kalau soal urusan keluarga, aku salut ama dia. Dia kan masih muda ya itungannya, sama aku cuma beda 2-3 t"
301,positive,Smnjk hbs nikah auranya keluarr bgt. Suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss.. sukak deh liatnya.
302,positive,Mngkin s mba nya marah2 krna ad kata2 yg ga enk dr yg komen..wajar lah kl dia marah..toh it kan cuma foto biasa aj.. Ko jadi malah mba nya yg d bully..sampe bawa2 fisik sgala.. Kan ga bgus.. Pinter2 lah kita mnyikapi medsos.. ????
303,positive,Cantik banget yak.. Punya anak cewe begini puyeng kali yak jagain nya ??????
304,positive," <USERNAME> iya betul mba. Ariel gak ganteng. Tapi ariel punya kharisma yg menarik. Udah tua pun skrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar. Buktinya mama, dan tante saya makin tergila2 sama ariel dan sa"
305,positive,"Jadi manusia Saling menghargailah, kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain. Ya sebaiknya tidak usah tulis. Pergunakan sosmed dengan smart ya guys!!"
306,positive,entah kenapa kalo liat  <USERNAME> bergaya apapun ttp kliatan bagus... suka sama lgu nya.. sukses trus kak
307,positive,banyak bangat emasnya.jadi salpok diemasnya.tp sumpah lagunya dan music nya keren bngat.apalagi konsep mv nya ia ambil handel.kan keren menurut saya.kalo denada taro kutang diluar itu krn masih minim perestasi.tp kalo agnes itu hal wajar.prestasi dan dunia fashion kalo artis indonesia ia selalu unggul.krn ia berani meski gak cocok ia pake
308,positive,"Coba deh yang pada kritik2 itu bikin karya sendiri, siapa tau lebih bagus dari yang mereka kritik"
309,positive,"Pada protes kenapa sih??yang protes itu coba usaha deh..Jangan kira usaha dia pendek ya!!.Butuh waktu lama dia agar bisa go international.Jangan cuma protes,klau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international"
310,positive,"Keren, ga suka ma agnes, tp suka ma lagu ini, n jd suka jg ma y nyanyi, santai lagunya tp asyik"
311,positive,"Bandingin lagu Go Internasional yang paling ngena di gue ini seru enak didenger....... Tapi tumben agnes gak memberikan bumbu Indonesianya kaya ada Batik"" gtu atau apa.."
312,positive,"Nah ini baru keren, daripada mba mba superman wkwkwk"
313,positive,"Sumpah gua suka bgt sama lagu dia yg ini, asik bgt di dengernyaa"
314,positive,Enak banget mak lagu2 dialbumnya paling suka yg inih sm beautiful mistake
315,positive,Mantap .gw suka bngt ama agnes.karena dy artis yg bertalenta .dan ke kayaan dy ga pernah dipamer ky artis ygblain.gw suka dy ga pernah pamer.keren bngt
316,positive,enakk musik nyaa . apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa
317,positive,"Asik bgts dancenya,apa lg lagunya mancappppp"
318,positive,Ganteng banget meski aura... Kenceng banget & diragukan.semoga langgeng mami..
319,positive,"Mami depe cantik banget. Awet muda, ngga kalah sm penyanyi pendatang baru. Semoga samawa...  <USERNAME>"
320,positive,Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami
321,positive,Mbak dewi jadi lebih sabar keliahatannya... Keren semoga semakin langgeng
322,positive,Soal pasangan hidup ijk salut sih sama mami depe.. ga matre n neko2.. yg penting single n cocok doi mau diajak merit.. ga kyk tetangga sblh saking matrenya suami org di embat jg..
323,positive,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya
324,positive,Muantepp ganteng...selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem...??????
325,positive,"Mb depe langgeng yo karo masny.mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe2 blng jdi pembntuny gapapala ktny,pgn bgt ktmu mb depe ibuku kami dijambi mb"
326,positive,Jangan di dengar kata 2 yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu
327,positive,"Cakep,ganteng pacarnya dewi persik,udah ini aja jgn ganti lg yaa dewi"
328,positive,"Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??"
329,positive,Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.
330,positive,"Naksir Ama ceweknya, kyanya lembut banget Kya bolu ??"
331,positive,Cewex luar biasa cntik... Cowox.. Mmmmhh hehe
332,positive,"Cewenya cantikk, the power of tajir ??"
333,positive,Alhamdulillah lebih ganteng babang Emran ya  <USERNAME> ??
334,positive,"Alhamdulillah  <USERNAME> gak jadi sama yg ini... engku emran masyaallah ganteng, anteng, sabar, sholeh, penyanyang, senyumnya cute.. baper dech"
335,positive,Cantik manis cewe nya .. cocok ajalah
336,positive,"Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd."
337,positive,yg ini lbh cantik sih. hebat jg ni lakik ciwik nya cakep2 lho..
338,positive,Semoga betul klo sma yg ini mh....klo bella mh udah dapet yg amat sangat pas lah????
339,positive,"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????"
340,positive,Yaampun cantiikk bangett aslii! Angguunn ??
341,positive, <USERNAME> euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe
